Date,AveragePrice,TotalVolume,plu4046,plu4225,plu4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,year,region
1/24/2016,1.61,9059.12,5138.33,1669.21,0,2251.58,2187.87,63.71,0,organic,2016,PhoenixTucson
1/31/2016,0.64,1113755.21,663697.2,293461.52,21553.25,135043.24,83060.04,51983.2,0,conventional,2016,PhoenixTucson
1/31/2016,1.53,8134.79,5035,1072.8,0,2026.99,1949.17,77.82,0,organic,2016,PhoenixTucson
2/7/2016,0.55,1609195.36,1093424.86,286748.57,57213.24,171808.69,88259.09,83549.6,0,conventional,2016,PhoenixTucson
2/7/2016,1.6,9473.34,5808.71,991.9,0,2672.73,2400.51,272.22,0,organic,2016,PhoenixTucson
2/14/2016,0.61,1209857.67,788381.39,243842.36,22140.43,155493.49,77572.93,77920.56,0,conventional,2016,PhoenixTucson
2/14/2016,1.34,12060.32,6179.97,1601.26,0,4279.09,3026.98,1252.11,0,organic,2016,PhoenixTucson
2/21/2016,0.67,1098967.88,560568.72,347498.78,15354.56,175545.82,79744.59,95801.23,0,conventional,2016,PhoenixTucson
2/21/2016,1.63,9223,4295.76,1488.34,0,3438.9,2820.83,618.07,0,organic,2016,PhoenixTucson
2/28/2016,0.57,1290021.19,816554.74,311746.69,22261.01,139458.75,69825,69633.75,0,conventional,2016,PhoenixTucson
2/28/2016,1.52,10666.36,5123.85,1445.2,0,4097.31,3987.65,109.66,0,organic,2016,PhoenixTucson
3/6/2016,0.51,1442973.47,1037699.01,259846.68,14567.4,130860.38,76814.4,54045.98,0,conventional,2016,PhoenixTucson
3/6/2016,1.48,12436.96,5686.84,1413.65,0,5336.47,4871.62,464.85,0,organic,2016,PhoenixTucson
3/13/2016,0.64,1103110.33,670917.46,256531.59,16153.46,159507.82,90790.53,68717.29,0,conventional,2016,PhoenixTucson
3/13/2016,1.47,11203.89,5809.9,1767.78,0,3626.21,3586.51,39.7,0,organic,2016,PhoenixTucson
3/20/2016,0.56,1339528.26,877807.23,283972.53,21555.74,156192.76,91822.41,64370.35,0,conventional,2016,PhoenixTucson
3/20/2016,1.57,10097.84,5963.86,1870.27,0,2263.71,2071.02,192.69,0,organic,2016,PhoenixTucson
3/27/2016,0.54,1423939.62,952967.11,252486.02,35478.87,183007.62,102042.24,80965.38,0,conventional,2016,PhoenixTucson
3/27/2016,1.54,11321.14,6596.67,2100.78,0,2623.69,2259.37,364.32,0,organic,2016,PhoenixTucson
4/3/2016,0.61,1091234.04,690115.62,244434.1,17172.83,139511.49,83416.28,56080.04,15.17,conventional,2016,PhoenixTucson
4/3/2016,1.25,13281.61,7693.54,1683.6,0,3904.47,3146.03,758.44,0,organic,2016,PhoenixTucson
4/10/2016,0.56,1387970,924031.6,246403.27,37714.15,179820.98,102611.01,75964.14,1245.83,conventional,2016,PhoenixTucson
4/10/2016,1.38,13919.54,6553.28,2194.66,0,5171.6,4130.9,1040.7,0,organic,2016,PhoenixTucson
4/17/2016,0.61,1166007.02,662946.89,286552.3,14462.24,202045.59,93837.25,108208.34,0,conventional,2016,PhoenixTucson
4/17/2016,1.53,18395.17,7150.42,8259.32,0,2985.43,729.14,2256.29,0,organic,2016,PhoenixTucson
4/24/2016,0.54,1352494.83,884293.16,264603.74,14665.34,188932.59,104062.12,83420.47,1450,conventional,2016,PhoenixTucson
4/24/2016,1.39,33498.69,19534.98,9311.09,0,4652.62,1072.85,3579.77,0,organic,2016,PhoenixTucson
5/1/2016,0.62,1178000.01,657384.04,324709.73,14202.89,181703.35,109463.91,72200.55,38.89,conventional,2016,PhoenixTucson
5/1/2016,1.3,19517.25,10862.94,3558.85,0,5095.46,1555.11,3540.35,0,organic,2016,PhoenixTucson
5/8/2016,0.57,1489269.33,941813.03,325967.66,29263.46,192225.18,80064.68,109498,2662.5,conventional,2016,PhoenixTucson
5/8/2016,1.41,14187.6,6946.84,3839.13,0,3401.63,524.29,2877.34,0,organic,2016,PhoenixTucson
5/15/2016,0.55,1318932.22,877701.71,266908.38,13478.11,160844.02,60965.94,99187.8,690.28,conventional,2016,PhoenixTucson
5/15/2016,1.37,23075.45,6930.33,11799.94,0,4345.18,418.79,3926.39,0,organic,2016,PhoenixTucson
5/22/2016,0.68,1063411.38,616427.64,233772.43,22533.69,190677.62,59067.63,131561.38,48.61,conventional,2016,PhoenixTucson
5/22/2016,1.52,14664.1,5249.23,6143.97,0,3270.9,304.08,2966.82,0,organic,2016,PhoenixTucson
5/29/2016,0.58,1342825.39,823222.51,251166.51,18217.7,250218.67,105242.1,143894.63,1081.94,conventional,2016,PhoenixTucson
5/29/2016,1.47,19187.81,5317.34,11017.55,0,2852.92,415.23,2437.69,0,organic,2016,PhoenixTucson
6/5/2016,0.67,1197277.61,644911.82,271580.08,17419.32,263366.39,131405.15,131926.52,34.72,conventional,2016,PhoenixTucson
6/5/2016,1.52,12699.87,5651.13,4638.32,0,2410.42,574.04,1836.38,0,organic,2016,PhoenixTucson
6/12/2016,0.81,991221.27,471620.29,222420.61,22944.15,274236.22,151226.12,123010.1,0,conventional,2016,PhoenixTucson
6/12/2016,1.51,14349.12,7296.89,5158.97,0,1893.26,1184.94,708.32,0,organic,2016,PhoenixTucson
6/19/2016,0.62,1348891.94,852657.34,231636.98,17320.64,247276.98,128068.93,119121.94,86.11,conventional,2016,PhoenixTucson
6/19/2016,1.69,17096.49,5593.38,9679.7,0,1823.41,483.99,1339.42,0,organic,2016,PhoenixTucson
6/26/2016,0.6,1360168.72,848508.88,230322.97,16235.59,265101.28,151847.82,113195.13,58.33,conventional,2016,PhoenixTucson
6/26/2016,1.66,13866.31,6127.86,4823.04,0,2915.41,647.76,2267.65,0,organic,2016,PhoenixTucson
7/3/2016,0.77,1069905.64,539428.95,249521.81,14795.19,266159.69,148736.1,117119.42,304.17,conventional,2016,PhoenixTucson
7/3/2016,1.65,14055.26,6214.62,4300.63,0,3540.01,454.43,3085.58,0,organic,2016,PhoenixTucson
7/10/2016,0.89,995347.5,485473.19,213070.45,11651.42,285152.44,149012.51,135677.43,462.5,conventional,2016,PhoenixTucson
7/10/2016,1.82,13993.22,6134.5,4632.45,0,3226.27,420.59,2805.68,0,organic,2016,PhoenixTucson
7/17/2016,0.92,864516.85,410870.87,188086.51,11537,254022.47,145310.82,108636.65,75,conventional,2016,PhoenixTucson
7/17/2016,1.77,14216.44,6636.6,4590.54,0,2989.3,432.21,2557.09,0,organic,2016,PhoenixTucson
7/24/2016,0.94,922526.29,423672.75,201696.43,12392.31,284764.8,144445.97,139836.89,481.94,conventional,2016,PhoenixTucson
7/24/2016,2.08,11457.48,4721.06,4139.87,0,2596.55,462.43,2134.12,0,organic,2016,PhoenixTucson
7/31/2016,1,851296.1,392455.55,202783.6,11881.45,244175.5,118231.43,125777.4,166.67,conventional,2016,PhoenixTucson
7/31/2016,2.19,10363.16,4126.75,3944.27,0,2292.14,472.12,1820.02,0,organic,2016,PhoenixTucson
8/7/2016,0.64,1522368.93,1031124.37,214144.29,11938.14,265162.13,132055.1,132129.25,977.78,conventional,2016,PhoenixTucson
8/7/2016,2.13,9649.24,3640.62,3890.21,0,2118.41,434.11,1684.3,0,organic,2016,PhoenixTucson
8/14/2016,0.69,1325974.87,795943.96,228315.48,11523.66,290191.77,136243.88,153947.89,0,conventional,2016,PhoenixTucson
8/14/2016,2.13,9220.95,3417.54,3561.51,0,2241.9,580.64,1661.26,0,organic,2016,PhoenixTucson
8/21/2016,0.58,1459911.33,991649.01,202899.77,9204.82,256157.73,122310.85,133221.88,625,conventional,2016,PhoenixTucson
8/21/2016,2.08,9183.92,4111.69,2936.92,0,2135.31,523.78,1611.53,0,organic,2016,PhoenixTucson
8/28/2016,0.79,1024799.73,590085.71,207913.34,10716.73,216083.95,103197.4,112886.55,0,conventional,2016,PhoenixTucson
8/28/2016,2.18,8525.59,3373.56,3328.41,0,1823.62,443.1,1380.52,0,organic,2016,PhoenixTucson
9/4/2016,0.64,1455770.91,947924.8,261415.15,13070.26,233360.7,91284.33,142076.37,0,conventional,2016,PhoenixTucson
9/4/2016,2.15,8914.06,3684.64,3163.97,0,2065.45,561.55,1503.9,0,organic,2016,PhoenixTucson
9/11/2016,0.88,961997.61,504499.4,216559.98,11582.2,229356.03,123900.27,105452.43,3.33,conventional,2016,PhoenixTucson
9/11/2016,2.16,8839.2,3683.6,3191.71,0,1963.89,584.05,1379.84,0,organic,2016,PhoenixTucson
9/18/2016,1,826738.9,377761.66,206297.66,11915.14,230764.44,93337.58,137426.86,0,conventional,2016,PhoenixTucson
9/18/2016,2.13,7887.03,2974.46,3091.3,0,1821.27,1494.69,326.58,0,organic,2016,PhoenixTucson
9/25/2016,1.04,811939.65,354470.18,208122.38,12131.33,237215.76,120712.22,115507.71,995.83,conventional,2016,PhoenixTucson
9/25/2016,2.47,5578.01,1536.63,3147.8,0,893.58,843.36,50.22,0,organic,2016,PhoenixTucson
10/2/2016,1.03,815711.64,345171.12,206765.02,11411.45,252364.05,130376.06,121767.16,220.83,conventional,2016,PhoenixTucson
10/2/2016,2.62,5380.03,1149.6,3519.69,0,710.74,488.84,221.9,0,organic,2016,PhoenixTucson
10/9/2016,0.99,885661.32,382978.65,208869.08,10640.59,283173,153973.16,128733.17,466.67,conventional,2016,PhoenixTucson
10/9/2016,2.4,5962.78,1749.69,2997.36,0,1215.73,1109.07,106.66,0,organic,2016,PhoenixTucson
10/16/2016,1.03,831120.57,273642.18,223809.9,13628.24,320040.25,147692.04,171739.88,608.33,conventional,2016,PhoenixTucson
10/16/2016,2.04,8551.32,2904.44,3741.95,0,1904.93,1845.51,59.42,0,organic,2016,PhoenixTucson
10/23/2016,1.02,699711.07,250712.73,188686.25,16864.42,243447.67,127647.02,115800.65,0,conventional,2016,PhoenixTucson
10/23/2016,2.22,6017.53,2044.02,2692.05,0,1281.46,1219.25,62.21,0,organic,2016,PhoenixTucson
10/30/2016,1.11,644652.47,261889.52,135479.22,15843.09,231440.64,108153.46,123199.68,87.5,conventional,2016,PhoenixTucson
10/30/2016,2.62,5394.03,1436.7,3458.84,0,498.49,485.16,13.33,0,organic,2016,PhoenixTucson
11/6/2016,1,734433.2,334096.22,154480.91,16680.28,229175.79,103302.07,125873.72,0,conventional,2016,PhoenixTucson
11/6/2016,2.35,8304.78,3221.4,3921.27,0,1162.11,1048.78,113.33,0,organic,2016,PhoenixTucson
11/13/2016,0.94,911367.38,437810.54,189026.34,15106.03,269424.47,106369.01,163055.46,0,conventional,2016,PhoenixTucson
11/13/2016,1.86,11446.65,3176.7,3129.58,0,5140.37,4928.5,211.87,0,organic,2016,PhoenixTucson
11/20/2016,0.7,1226126.36,753470.68,183315.34,14661.31,274679.03,110584.81,164013.66,80.56,conventional,2016,PhoenixTucson
11/20/2016,2.01,8076.24,2129.66,3053.09,0,2893.49,2789.23,104.26,0,organic,2016,PhoenixTucson
11/27/2016,0.72,907516.28,464034.44,212695.94,11542.14,219243.76,95631.21,123302.83,309.72,conventional,2016,PhoenixTucson
11/27/2016,2.01,6470.08,2026.07,2529.2,0,1914.81,1848.75,66.06,0,organic,2016,PhoenixTucson
12/4/2016,0.63,1164027.22,731182.01,187418.51,11915.51,233511.19,117120.79,115108.46,1281.94,conventional,2016,PhoenixTucson
12/4/2016,1.96,7009.95,2315.4,3214.55,0,1480,1469.13,10.87,0,organic,2016,PhoenixTucson
12/11/2016,0.67,1056806.44,508911.67,226307.94,14222.88,307363.95,154962.56,152350,51.39,conventional,2016,PhoenixTucson
12/11/2016,1.83,8087.23,1880.06,3240.23,0,2966.94,2915.48,51.46,0,organic,2016,PhoenixTucson
12/18/2016,0.56,1236204.18,733772.13,203894.48,14396.29,284141.28,135028.94,148667.9,444.44,conventional,2016,PhoenixTucson
12/18/2016,1.83,6977.44,1652.6,2712.82,0,2612.02,2609.34,2.68,0,organic,2016,PhoenixTucson
12/25/2016,0.64,1108953.48,595085.56,215902.65,17008.1,280957.17,115069.75,165813.81,73.61,conventional,2016,PhoenixTucson
12/25/2016,1.85,8657.87,2182.46,3344.01,0,3131.4,3116.68,14.72,0,organic,2016,PhoenixTucson
1/1/2017,0.63,1169638.17,560445.04,325471.67,15079.65,268641.81,117177.54,151421.21,43.06,conventional,2017,PhoenixTucson
1/1/2017,1.88,7740.98,2155.99,3030.64,1.2,2553.15,2547.83,5.32,0,organic,2017,PhoenixTucson
1/8/2017,0.73,1138871.92,515078.84,275341.74,16071.97,332379.37,140574.68,191804.69,0,conventional,2017,PhoenixTucson
1/8/2017,1.4,13244.8,3667.93,4389.06,0,5187.81,5140.05,47.76,0,organic,2017,PhoenixTucson
1/15/2017,0.6,1470187.14,689503.99,362435.36,13938.56,404309.23,136614.13,267595.1,100,conventional,2017,PhoenixTucson
1/15/2017,1.49,11582.83,3008.72,3123.32,0,5450.79,5443.7,7.09,0,organic,2017,PhoenixTucson
1/22/2017,0.54,1601222.68,909748.65,296612.15,15561.81,379300.07,98982.8,280317.27,0,conventional,2017,PhoenixTucson
1/22/2017,1.59,10333.37,2433.61,3905.32,0,3994.44,3964.66,29.78,0,organic,2017,PhoenixTucson
1/29/2017,0.58,1380520.76,799387.73,246921.02,16440.78,317771.23,114964.92,202520.2,286.11,conventional,2017,PhoenixTucson
1/29/2017,1.49,14419.22,4218.73,4389.86,0,5810.63,5789.71,20.92,0,organic,2017,PhoenixTucson
2/5/2017,0.46,2200550.27,1200632.86,531226.65,18324.93,450365.83,113752.17,330583.1,6030.56,conventional,2017,PhoenixTucson
2/5/2017,1.23,18884.1,5981.39,5129.05,0,7773.66,7773.66,0,0,organic,2017,PhoenixTucson
2/12/2017,0.54,1582877.09,917584.44,257573.05,18976.18,388743.42,118301.86,269542.95,898.61,conventional,2017,PhoenixTucson
2/12/2017,1.46,21516.41,4277.79,8117.59,0,9121.03,9084.73,36.3,0,organic,2017,PhoenixTucson
2/19/2017,0.67,1171871.64,624947.16,260052.13,14748.58,272123.77,126572.67,145260.82,290.28,conventional,2017,PhoenixTucson
2/19/2017,1.28,17934.06,4394,4602.73,0,8937.33,8929.66,7.67,0,organic,2017,PhoenixTucson
2/26/2017,0.65,1146225.87,558763.67,289095.7,14923.76,283442.74,113594.12,169659.73,188.89,conventional,2017,PhoenixTucson
2/26/2017,1.22,25773.92,5457.84,8709.92,0,11606.16,11557.93,48.23,0,organic,2017,PhoenixTucson
3/5/2017,0.67,1176932.6,551312.9,221516.99,15504.1,388598.61,250902.57,136918.26,777.78,conventional,2017,PhoenixTucson
3/5/2017,1.42,16463.74,3983.63,4431.24,0,8048.87,7854.53,194.34,0,organic,2017,PhoenixTucson
3/12/2017,0.65,1264592.26,714430.93,176678.74,18778.41,354704.18,240361.27,113409.58,933.33,conventional,2017,PhoenixTucson
3/12/2017,1.38,17655.67,4464.31,4728.74,2.29,8460.33,8211.04,249.29,0,organic,2017,PhoenixTucson
3/19/2017,0.68,1241284.04,598359,205006.8,19620.25,418297.99,229269.89,188397.54,630.56,conventional,2017,PhoenixTucson
3/19/2017,1.35,19557.62,5590.86,4605.78,0,9360.98,7775.63,1585.35,0,organic,2017,PhoenixTucson
3/26/2017,0.57,1607936.05,990504.55,203409.21,20130.79,393891.5,219158.02,174184.87,548.61,conventional,2017,PhoenixTucson
3/26/2017,1.37,20102.19,4708.54,5221.26,0,10172.39,9863.66,308.73,0,organic,2017,PhoenixTucson
4/2/2017,0.67,1315020.28,692107.1,190493.5,20666.37,411753.31,213105.17,197107.86,1540.28,conventional,2017,PhoenixTucson
4/2/2017,1.38,16511.26,3853.09,4420.79,0,8237.38,8098.05,139.33,0,organic,2017,PhoenixTucson
4/9/2017,0.65,1264239.57,707466.32,220405.29,18966.27,317401.69,145354.75,171728.88,318.06,conventional,2017,PhoenixTucson
4/9/2017,1.39,16825.54,3717.74,4797.4,0,8310.4,8212.43,97.97,0,organic,2017,PhoenixTucson
4/16/2017,0.73,1255293.53,621533.02,193885.09,19435.79,420439.63,227061.64,193282.99,95,conventional,2017,PhoenixTucson
4/16/2017,1.51,16022.22,3513.65,5291.51,0,7217.06,6768,449.06,0,organic,2017,PhoenixTucson
4/23/2017,0.7,1197854.72,544507.98,243224.53,17245.27,392876.94,128243.06,263385.27,1248.61,conventional,2017,PhoenixTucson
4/23/2017,1.67,13678.61,3557.81,6186.19,0,3934.61,1470.08,2464.53,0,organic,2017,PhoenixTucson
4/30/2017,0.75,1080538.36,480904.28,236525.22,13569.85,349539.01,128890.58,220515.1,133.33,conventional,2017,PhoenixTucson
4/30/2017,1.87,10199.4,2979.75,5256.95,0,1962.7,700.97,1261.73,0,organic,2017,PhoenixTucson
5/7/2017,0.65,1546765.68,813990.86,282109.87,16944.99,433719.96,213850.65,219720.7,148.61,conventional,2017,PhoenixTucson
5/7/2017,1.82,12366.01,4943.78,4878.07,0,2544.16,693.23,1850.93,0,organic,2017,PhoenixTucson
5/14/2017,0.69,1297119.2,612625.19,239024.86,14939.98,430529.17,275375.52,154056.43,1097.22,conventional,2017,PhoenixTucson
5/14/2017,1.78,10801.99,4909.91,4204.5,0,1687.58,561.58,1126,0,organic,2017,PhoenixTucson
5/21/2017,0.74,1163735.54,511917.03,268221.34,14020.29,369576.88,193930.12,175110.65,536.11,conventional,2017,PhoenixTucson
5/21/2017,2.06,9126.2,4146.42,3679.99,0,1299.79,381.04,918.75,0,organic,2017,PhoenixTucson
5/28/2017,0.81,1177093.03,535029.37,206991.26,17174.58,417897.82,211188.34,205430.31,1279.17,conventional,2017,PhoenixTucson
5/28/2017,1.94,9976.29,3632.08,3316,0,3028.21,729.36,2298.85,0,organic,2017,PhoenixTucson
6/4/2017,0.76,1228049.22,575382.16,178626.45,14892.86,459147.75,251109.66,207645.03,393.06,conventional,2017,PhoenixTucson
6/4/2017,1.88,11693.79,3852.69,3456.64,0,4384.46,1035.19,3349.27,0,organic,2017,PhoenixTucson
6/11/2017,0.68,1417604.32,786718.62,187402.03,14150.63,429333.04,235639.45,193693.59,0,conventional,2017,PhoenixTucson
6/11/2017,1.94,10265.31,3437.29,3283.35,0,3544.67,1695.24,1849.43,0,organic,2017,PhoenixTucson
6/18/2017,0.7,1326697.78,592933.2,295319.97,12531.08,425913.53,235981.26,189932.27,0,conventional,2017,PhoenixTucson
6/18/2017,1.97,9720.05,3206.8,3475.47,0,3037.78,1052.43,1985.35,0,organic,2017,PhoenixTucson
6/25/2017,0.77,1197422.34,551529.22,184895.41,12891.55,448106.16,239584.34,207048.21,1473.61,conventional,2017,PhoenixTucson
6/25/2017,1.94,9483.22,3115.66,3197.41,0,3170.15,1028.61,2141.54,0,organic,2017,PhoenixTucson
7/2/2017,0.77,1224659.64,551528.3,185311.58,14893.87,472925.89,276703.9,195838.66,383.33,conventional,2017,PhoenixTucson
7/2/2017,2.02,10239.04,3244.01,3587.62,0,3407.41,1813.81,1593.6,0,organic,2017,PhoenixTucson
7/9/2017,0.75,1347858.68,568223.72,232289.27,12866.51,534479.18,321383.07,213096.11,0,conventional,2017,PhoenixTucson
7/9/2017,1.84,11854.84,2378.75,4376.29,0,5099.8,2688.05,2411.75,0,organic,2017,PhoenixTucson
7/16/2017,0.92,973521.7,499391.8,211064.2,12355.98,250709.72,141156.76,108849.63,703.33,conventional,2017,PhoenixTucson
7/16/2017,2.06,10160.75,1986.97,3845.18,0,4328.6,3929.06,399.54,0,organic,2017,PhoenixTucson
7/23/2017,0.89,1072590.2,540131.79,267082.3,12298.76,253077.35,148179.1,104409.36,488.89,conventional,2017,PhoenixTucson
7/23/2017,2.04,10327.71,2881.74,3345.03,0,4100.94,4090.02,10.92,0,organic,2017,PhoenixTucson
7/30/2017,0.96,930918.01,482854.07,163669.16,12228.42,272166.36,160062.92,109657.89,2445.55,conventional,2017,PhoenixTucson
7/30/2017,1.9,10625.79,2777.53,3021.23,0,4827.03,4821.85,5.18,0,organic,2017,PhoenixTucson
8/6/2017,0.94,974933.36,493642.98,198503.76,11502.53,271284.09,166106.57,101493.08,3684.44,conventional,2017,PhoenixTucson
8/6/2017,1.84,10737.76,2862.01,2743,0,5132.75,5095.53,37.22,0,organic,2017,PhoenixTucson
8/13/2017,1.01,940390.93,458381.41,178230.34,12192.21,291586.97,178802.98,109113.99,3670,conventional,2017,PhoenixTucson
8/13/2017,2.01,9894.67,1907.11,3464.06,0,4523.5,4431.26,92.24,0,organic,2017,PhoenixTucson
8/20/2017,1.14,773947.25,404665.91,127106.48,12550.96,229623.9,152307.86,72488.26,4827.78,conventional,2017,PhoenixTucson
8/20/2017,2.19,11021.67,2571.39,4024.95,0,4425.33,4373.91,51.42,0,organic,2017,PhoenixTucson
8/27/2017,1.18,715349.6,378232.81,125819.78,10404.56,200892.45,144419.94,50196.95,6275.56,conventional,2017,PhoenixTucson
8/27/2017,2,16505.49,5358.19,2591.23,0,8556.07,8501.9,54.17,0,organic,2017,PhoenixTucson
9/3/2017,1.2,727912.24,407081.82,136998.12,5005.72,178826.58,109254.62,66904.18,2667.78,conventional,2017,PhoenixTucson
9/3/2017,1.86,11276.86,3334.5,787.62,0,7154.74,7097.64,57.1,0,organic,2017,PhoenixTucson
9/10/2017,1.2,727628.13,397475.35,129503.24,3441.71,197207.83,141600.41,55189.64,417.78,conventional,2017,PhoenixTucson
9/10/2017,1.85,11906.54,3667.46,633.24,0,7605.84,7554.42,51.42,0,organic,2017,PhoenixTucson
9/17/2017,1.22,731289.23,375755.8,152686.3,2172.41,200674.72,139237.45,61433.94,3.33,conventional,2017,PhoenixTucson
9/17/2017,1.82,12009.4,3712.48,307.14,0,7989.78,7976.99,12.79,0,organic,2017,PhoenixTucson
9/24/2017,1.24,685443.39,337495.18,155470.63,2333.48,190144.1,132493.63,57632.7,17.77,conventional,2017,PhoenixTucson
9/24/2017,1.81,12410.32,3328.26,270.47,0,8811.59,8808.26,3.33,0,organic,2017,PhoenixTucson
10/1/2017,1.31,666472.86,289195.06,153391.94,2561.47,221324.39,184421.19,36823.2,80,conventional,2017,PhoenixTucson
10/1/2017,1.8,11071.7,2624.47,142.4,0,8304.83,8270.68,34.15,0,organic,2017,PhoenixTucson
10/8/2017,1.28,713847.15,334851.45,146162.7,2097.5,230735.5,183526.64,47192.19,16.67,conventional,2017,PhoenixTucson
10/8/2017,1.78,11837.2,2749.91,124.43,0,8962.86,8921.88,40.98,0,organic,2017,PhoenixTucson
10/15/2017,1.17,776108.23,338241.51,217038.81,2634.94,218192.97,168675.02,49516.84,1.11,conventional,2017,PhoenixTucson
10/15/2017,1.77,10197.11,2370.22,101.99,0,7724.9,7703.01,21.89,0,organic,2017,PhoenixTucson
10/22/2017,1.04,809603.25,352330.12,241655.47,3878.71,211738.95,170612.91,41122.71,3.33,conventional,2017,PhoenixTucson
10/22/2017,1.79,10952.31,2184.07,508.22,0,8260.02,8254.52,5.5,0,organic,2017,PhoenixTucson
10/29/2017,0.98,866137.35,368642.75,273118.45,7336.87,217039.28,145789.42,69622.08,1627.78,conventional,2017,PhoenixTucson
10/29/2017,1.89,12481.54,2450.25,1503.06,0,8528.23,8522.17,6.06,0,organic,2017,PhoenixTucson
11/5/2017,0.79,1208035.4,555816.37,227846.11,9212.36,415160.56,330740.57,81893.32,2526.67,conventional,2017,PhoenixTucson
11/5/2017,1.93,10290.71,2207.93,1811.7,0,6271.08,6267.02,4.06,0,organic,2017,PhoenixTucson
11/12/2017,0.72,1248721,691378,271700,10123,275520,166855,106780,1886,conventional,2017,PhoenixTucson
11/12/2017,1.9,12462.54,2436.77,1918.4,0,8107.37,8096.02,11.35,0,organic,2017,PhoenixTucson
11/19/2017,0.6,1427367,953957,202003,10913,260494,117939,139564,2991,conventional,2017,PhoenixTucson
11/19/2017,1.9,12057.89,2224.57,2164.09,0,7669.23,7651.82,17.41,0,organic,2017,PhoenixTucson
11/26/2017,0.77,929825,529091,181823,10223,208688,133534,72473,2681,conventional,2017,PhoenixTucson
11/26/2017,1.87,11120.24,2272.35,2038.36,0,6809.53,6809.53,0,0,organic,2017,PhoenixTucson
12/3/2017,0.72,1135877,678640,215949,10981,230306,156307,70637,3362,conventional,2017,PhoenixTucson
12/3/2017,1.83,10324.49,1850.85,1949.93,0,6523.71,6523.71,0,0,organic,2017,PhoenixTucson
12/10/2017,0.64,1222641.23,731583.95,200595.47,10237.88,280223.93,199484.52,77062.75,3676.66,conventional,2017,PhoenixTucson
12/10/2017,1.8,10964.1,1884.55,1989.33,0,7090.22,7076.98,13.24,0,organic,2017,PhoenixTucson
12/17/2017,0.7,1031887.79,508369,216817.98,8575.36,298125.45,207680.54,86441.58,4003.33,conventional,2017,PhoenixTucson
12/17/2017,1.45,17033.74,7127.47,2595.38,0,7310.89,7301.65,9.24,0,organic,2017,PhoenixTucson
12/24/2017,0.75,1006477.79,488446.2,176311.28,14450.19,327270.12,230660.26,93116.53,3493.33,conventional,2017,PhoenixTucson
12/24/2017,1.61,18364.96,5479.83,2129.93,0,10755.2,10741.33,13.87,0,organic,2017,PhoenixTucson
12/31/2017,0.75,986474.74,422070.44,283040.88,12415.52,268947.9,173098.72,93945.85,1903.33,conventional,2017,PhoenixTucson
12/31/2017,1.71,14463.88,3000.73,2311.39,0,9151.76,9148.43,3.33,0,organic,2017,PhoenixTucson
1/8/2018,0.934943502,934540.3,554367.93,83487.41,13448.81,63796.49,0,0,0,Conventional,2018,PhoenixTucson
1/8/2018,1.975720742,14374.29,3485.53,2450,0,3114.83,0,0,0,Organic,2018,PhoenixTucson
1/14/2018,0.843708894,1216863.99,707474.5,116203.55,12860.51,70866.49,0,0,0,Conventional,2018,PhoenixTucson
1/14/2018,1.873394129,12245.43,3338.2,2272.81,0,2862.96,0,0,0,Organic,2018,PhoenixTucson
1/21/2018,0.81846962,1204761.15,678721.81,117001.28,12253.45,77169.69,0,0,0,Conventional,2018,PhoenixTucson
1/21/2018,1.968279418,10561.62,2000.27,1740.78,0,2453.85,0,0,0,Organic,2018,PhoenixTucson
1/28/2018,0.719854026,1461389.96,971535.63,121688.71,11256.33,86593.28,0,0,0,Conventional,2018,PhoenixTucson
1/28/2018,1.90767242,11211.98,1643.55,2041.86,0,3362.1,0,0,0,Organic,2018,PhoenixTucson
2/4/2018,0.617135358,1824908.76,1254721.06,160709.72,12744.32,94269.32,0,0,0,Conventional,2018,PhoenixTucson
2/4/2018,1.75736073,12792.77,2063.5,1834.95,0,2260.26,0,0,0,Organic,2018,PhoenixTucson
2/11/2018,0.677907831,1359416.8,870691.17,95045.11,11532.95,91682.22,0,0,0,Conventional,2018,PhoenixTucson
2/11/2018,1.608160542,16263.57,2413.66,2650.97,0,4101.96,0,0,0,Organic,2018,PhoenixTucson
2/18/2018,0.62064731,1404589,984310.57,81151.75,11724.98,84870.99,0,0,0,Conventional,2018,PhoenixTucson
2/18/2018,1.695163597,15739.44,2572.56,2732.55,0,4466.31,0,0,0,Organic,2018,PhoenixTucson
2/25/2018,0.758240447,1120979.43,698027.05,72805.43,12399.9,77902.77,0,0,0,Conventional,2018,PhoenixTucson
2/25/2018,1.765298761,16582.9,4402.34,2929.58,0,3462.11,0,0,0,Organic,2018,PhoenixTucson
3/4/2018,0.640250251,1511144.36,1012988.49,109401.44,11739.42,92683.56,0,0,0,Conventional,2018,PhoenixTucson
3/4/2018,1.500830265,21663.24,2229.82,2714.02,0,11338.52,0,0,0,Organic,2018,PhoenixTucson
3/11/2018,0.606774876,1458548.04,1020685.87,87426.09,12884.97,63107.42,0,0,0,Conventional,2018,PhoenixTucson
3/11/2018,1.379693299,30053.62,2119.83,2817.12,0,19438.71,0,0,0,Organic,2018,PhoenixTucson
3/18/2018,0.745106294,1170302.34,697737.06,103318.54,13173.48,58858.59,0,0,0,Conventional,2018,PhoenixTucson
3/18/2018,1.311826261,27472.27,1936.13,3135.07,0,17449.26,0,0,0,Organic,2018,PhoenixTucson
